Acquired on 3/8/2002 at 23:43:29
Device Descriptor:  [none]
Number of Scan Averages:  1
Time Domain Window Resolution Bandwidth (pm):  3.146018
Filter Resolution Bandwidth (pm):  0.000000
Convolved Resolution Bandwidth (pm):  3.146018
Channel Width: 0.200 nm

X Axis - Wavelength (nm)	X Axis - Frequency (GHz)	Insertion Loss (dB)	Group Delay (ps)	Chromatic Dispersion (ps/nm)	Polarization Dependent Loss (dB)	Polarization Mode Dispersion (ps)	Linear Phase Deviation (rad)	Quadratic Phase Deviation (rad)	JM Element a Amplitude	JM Element b Amplitude	JM Element c Amplitude	JM Element d Amplitude	JM Element a Phase (rad)	JM Element b Phase (rad)	JM Element c Phase (rad)	JM Element d Phase (rad)	X Axis - Time (ns)	Time Domain Amplitude (GW/J)	Time Domain Wavelength (nm)	Max Loss (dB)	Min Loss (dB)	Second Order PMD (ps^2)	Phase Ripple Linear (rad)	Phase Ripple Quadratic (rad)
   1546.960599	193794.501399	-18.015335	1638.558044	-5484.038497	40.795979	290.011712	1.607664	-1.435845	0.057804	0.110408	0.056734	0.113297	-2.070071	2.659644	0.631051	-0.928956	0.045845	0.000000	1549.719623	-15.005397	-55.801376	242225.063308	1.819358	0.747537
   1546.963150	193794.181881	-17.616829	1624.570748	-5541.881511	36.212855	42.741614	1.799686	-1.490337	0.059179	0.116651	0.056221	0.119797	-2.063821	2.665679	0.603831	-0.959486	0.047374	0.000000	1549.895335	-14.607568	-50.820423	127443.847148	1.835738	0.768513
   1546.965700	193793.862364	-17.377294	1610.435875	9257.322126	35.273255	24.260162	2.020086	-1.525934	0.061973	0.119994	0.057971	0.122413	-2.126231	2.600716	0.556307	-1.001214	0.048902	0.000000	1549.685179	-14.368283	-49.641538	11597.856350	1.853236	0.787478
   1546.968251	193793.542846	-17.216634	1634.047262	-2394.532396	35.928630	108.986481	2.193083	-1.618414	0.063934	0.121761	0.060296	0.124155	-2.228463	2.492909	0.455660	-1.091497	0.050430	0.000000	1550.025203	-14.207443	-50.136073	53982.539729	1.872645	0.803695
   1546.970801	193793.223329	-16.751561	1627.939835	4437.335870	35.759704	124.939595	2.378342	-1.708114	0.065343	0.128981	0.062160	0.132230	-2.337077	2.381357	0.302709	-1.226846	0.051958	0.000000	1549.973477	-13.742414	-49.502118	52508.008045	1.894195	0.817075
   1546.973352	193792.903811	-16.707300	1639.257616	960.908911	34.315785	11.023719	2.540879	-1.830016	0.068978	0.129302	0.064110	0.130769	-2.351883	2.359125	0.286587	-1.242269	0.053486	0.000000	1549.586814	-13.698607	-48.014393	56916.107657	1.917074	0.828677
   1546.975903	193792.584293	-16.342722	1641.708500	-480.150935	33.158155	7.539063	2.698496	-1.966321	0.069995	0.133866	0.066058	0.138717	-2.385780	2.325285	0.230696	-1.283323	0.055015	0.000000	1550.592330	-13.334520	-46.492675	3499.117220	1.940246	0.839746
   1546.978453	193792.264776	-16.154309	1640.483828	6442.616346	32.875598	190.472688	2.858572	-2.109648	0.070968	0.136041	0.069225	0.141945	-2.559079	2.133390	0.030093	-1.469885	0.056543	0.000000	1549.444540	-13.146249	-46.021847	143888.603413	1.962656	0.851478
   1546.981004	193791.945258	-16.027895	1656.916400	8139.017027	33.603095	14.542483	2.985658	-2.295446	0.072984	0.140727	0.069051	0.141483	-2.573351	2.126834	0.024780	-1.473751	0.058071	0.000000	1549.488287	-13.019489	-46.622583	87923.146487	1.984625	0.863481
   1546.983554	193791.625741	-15.662725	1677.675890	-1734.525545	35.910785	61.650099	3.071067	-2.532403	0.074777	0.146505	0.072775	0.148133	-2.643943	2.065483	-0.032325	-1.535798	0.059599	0.000000	1549.686893	-12.653538	-48.564323	36098.284578	2.006666	0.875171
